,GraduationYear,FieldofStudy,NFQLevel,Institutions,NumberofGraduates
15179,2017,Services,NFQ Level 6,Dublin Institute of Technology,10
15180,2017,Services,NFQ Level 6,Galway-Mayo IT,20
15182,2017,Services,NFQ Level 6,Limerick IT,20
15184,2017,Services,NFQ Level 6,Letterkenny IT,10
15191,2017,Services,NFQ Level 6,IT Tallaght,10
15192,2017,Services,NFQ Level 6,IT Tralee,10
15195,2017,Services,NFQ Level 6,Waterford IT,20
15198,2017,Services,NFQ Level 7,Athlone IT,40
15200,2017,Services,NFQ Level 7,IT Blanchardstown,10
15202,2017,Services,NFQ Level 7,Cork IT,150
15203,2017,Services,NFQ Level 7,IT Carlow,30
15205,2017,Services,NFQ Level 7,Dundalk IT,60
15208,2017,Services,NFQ Level 7,Dublin Institute of Technology,90
15209,2017,Services,NFQ Level 7,Galway-Mayo IT,100
15211,2017,Services,NFQ Level 7,Limerick IT,30
15215,2017,Services,NFQ Level 7,Maynooth University,10
15219,2017,Services,NFQ Level 7,IT Sligo,100
15220,2017,Services,NFQ Level 7,IT Tallaght,20
15221,2017,Services,NFQ Level 7,IT Tralee,40
15224,2017,Services,NFQ Level 7,Waterford IT,30
15227,2017,Services,NFQ Level 8,Athlone IT,40
15229,2017,Services,NFQ Level 8,IT Blanchardstown,20
15231,2017,Services,NFQ Level 8,Cork IT,50
15232,2017,Services,NFQ Level 8,IT Carlow,70
15234,2017,Services,NFQ Level 8,Dundalk IT,10
15237,2017,Services,NFQ Level 8,Dublin Institute of Technology,210
15238,2017,Services,NFQ Level 8,Galway-Mayo IT,40
15239,2017,Services,NFQ Level 8,"National University of Ireland, Galway",10
15240,2017,Services,NFQ Level 8,Limerick IT,60
15241,2017,Services,NFQ Level 8,University of Limerick,50
15242,2017,Services,NFQ Level 8,Letterkenny IT,30
15248,2017,Services,NFQ Level 8,IT Sligo,40
15249,2017,Services,NFQ Level 8,IT Tallaght,20
15250,2017,Services,NFQ Level 8,IT Tralee,60
15253,2017,Services,NFQ Level 8,Waterford IT,90
15266,2017,Services,NFQ Level 9,Dublin Institute of Technology,30
15268,2017,Services,NFQ Level 9,"National University of Ireland, Galway",10
15269,2017,Services,NFQ Level 9,Limerick IT,10
15270,2017,Services,NFQ Level 9,University of Limerick,20
15522,2018,Education,NFQ Level 6,IT Carlow,20
15574,2018,Education,NFQ Level 8,National College of Art and Design,20
15576,2018,Education,NFQ Level 8,St Angela's College of Home Economics,70
15578,2018,Education,NFQ Level 8,University College Cork,50
15579,2018,Education,NFQ Level 8,Cork IT,10
15581,2018,Education,NFQ Level 8,Dublin City University,530
15584,2018,Education,NFQ Level 8,University College Dublin,10
15586,2018,Education,NFQ Level 8,Galway-Mayo IT,10
15587,2018,Education,NFQ Level 8,"National University of Ireland, Galway",10
15589,2018,Education,NFQ Level 8,University of Limerick,130
15592,2018,Education,NFQ Level 8,Maynooth University,70
15593,2018,Education,NFQ Level 8,Mary Immaculate College,500
15599,2018,Education,NFQ Level 8,Trinity College Dublin,150
15600,2018,Education,NFQ Level 8,Technological University Dublin,20
15603,2018,Education,NFQ Level 9,National College of Art and Design,10
15605,2018,Education,NFQ Level 9,St Angela's College of Home Economics,10
15607,2018,Education,NFQ Level 9,University College Cork,80
15609,2018,Education,NFQ Level 9,IT Carlow,10
15610,2018,Education,NFQ Level 9,Dublin City University,160
15613,2018,Education,NFQ Level 9,University College Dublin,130
15616,2018,Education,NFQ Level 9,"National University of Ireland, Galway",120
15617,2018,Education,NFQ Level 9,Limerick IT,10
15618,2018,Education,NFQ Level 9,University of Limerick,60
15621,2018,Education,NFQ Level 9,Maynooth University,160
15622,2018,Education,NFQ Level 9,Mary Immaculate College,80
15628,2018,Education,NFQ Level 9,Trinity College Dublin,120
15630,2018,Education,NFQ Level 9,Waterford IT,10
15691,2018,Arts and Humanities,NFQ Level 6,Athlone IT,10
15698,2018,Arts and Humanities,NFQ Level 6,Dundalk IT,30
15704,2018,Arts and Humanities,NFQ Level 6,Limerick IT,20
15720,2018,Arts and Humanities,NFQ Level 7,Athlone IT,20
15725,2018,Arts and Humanities,NFQ Level 7,IT Carlow,10
15727,2018,Arts and Humanities,NFQ Level 7,Dundalk IT,20
15728,2018,Arts and Humanities,NFQ Level 7,"Dun Laoghaire Institute of Art, Design and Technology",30
15731,2018,Arts and Humanities,NFQ Level 7,Galway-Mayo IT,20
15732,2018,Arts and Humanities,NFQ Level 7,"National University of Ireland, Galway",60
15733,2018,Arts and Humanities,NFQ Level 7,Limerick IT,30
15735,2018,Arts and Humanities,NFQ Level 7,Letterkenny IT,30
15741,2018,Arts and Humanities,NFQ Level 7,IT Sligo,10
15744,2018,Arts and Humanities,NFQ Level 7,Trinity College Dublin,20
15745,2018,Arts and Humanities,NFQ Level 7,Technological University Dublin,30
15748,2018,Arts and Humanities,NFQ Level 8,National College of Art and Design,140
15749,2018,Arts and Humanities,NFQ Level 8,Athlone IT,10
15752,2018,Arts and Humanities,NFQ Level 8,University College Cork,680
15753,2018,Arts and Humanities,NFQ Level 8,Cork IT,120
15754,2018,Arts and Humanities,NFQ Level 8,IT Carlow,80
15755,2018,Arts and Humanities,NFQ Level 8,Dublin City University,560
15756,2018,Arts and Humanities,NFQ Level 8,Dundalk IT,70
15757,2018,Arts and Humanities,NFQ Level 8,"Dun Laoghaire Institute of Art, Design and Technology",210
15758,2018,Arts and Humanities,NFQ Level 8,University College Dublin,490
15760,2018,Arts and Humanities,NFQ Level 8,Galway-Mayo IT,50
15761,2018,Arts and Humanities,NFQ Level 8,"National University of Ireland, Galway",650
15762,2018,Arts and Humanities,NFQ Level 8,Limerick IT,160
15763,2018,Arts and Humanities,NFQ Level 8,University of Limerick,290
15764,2018,Arts and Humanities,NFQ Level 8,Letterkenny IT,10
15766,2018,Arts and Humanities,NFQ Level 8,Maynooth University,620
15767,2018,Arts and Humanities,NFQ Level 8,Mary Immaculate College,200
15770,2018,Arts and Humanities,NFQ Level 8,IT Sligo,20
15772,2018,Arts and Humanities,NFQ Level 8,IT Tralee,30
15773,2018,Arts and Humanities,NFQ Level 8,Trinity College Dublin,520
15774,2018,Arts and Humanities,NFQ Level 8,Technological University Dublin,300
15775,2018,Arts and Humanities,NFQ Level 8,Waterford IT,60
15777,2018,Arts and Humanities,NFQ Level 9,National College of Art and Design,20
15781,2018,Arts and Humanities,NFQ Level 9,University College Cork,120
15782,2018,Arts and Humanities,NFQ Level 9,Cork IT,20
15784,2018,Arts and Humanities,NFQ Level 9,Dublin City University,40
15786,2018,Arts and Humanities,NFQ Level 9,"Dun Laoghaire Institute of Art, Design and Technology",20
15787,2018,Arts and Humanities,NFQ Level 9,University College Dublin,140
15789,2018,Arts and Humanities,NFQ Level 9,Galway-Mayo IT,10
15790,2018,Arts and Humanities,NFQ Level 9,"National University of Ireland, Galway",120
15792,2018,Arts and Humanities,NFQ Level 9,University of Limerick,50
15795,2018,Arts and Humanities,NFQ Level 9,Maynooth University,40
15796,2018,Arts and Humanities,NFQ Level 9,Mary Immaculate College,10
15802,2018,Arts and Humanities,NFQ Level 9,Trinity College Dublin,200
15803,2018,Arts and Humanities,NFQ Level 9,Technological University Dublin,30
15831,2018,Arts and Humanities,NFQ Level 10,Trinity College Dublin,10
15882,2018,"Social Sciences, Journalism and Information",NFQ Level 6,Maynooth University,20
15905,2018,"Social Sciences, Journalism and Information",NFQ Level 7,Galway-Mayo IT,10
15919,2018,"Social Sciences, Journalism and Information",NFQ Level 7,Technological University Dublin,10
15923,2018,"Social Sciences, Journalism and Information",NFQ Level 8,Athlone IT,10
15926,2018,"Social Sciences, Journalism and Information",NFQ Level 8,University College Cork,240
15929,2018,"Social Sciences, Journalism and Information",NFQ Level 8,Dublin City University,200
15930,2018,"Social Sciences, Journalism and Information",NFQ Level 8,Dundalk IT,10
15931,2018,"Social Sciences, Journalism and Information",NFQ Level 8,"Dun Laoghaire Institute of Art, Design and Technology",30
15932,2018,"Social Sciences, Journalism and Information",NFQ Level 8,University College Dublin,460
15934,2018,"Social Sciences, Journalism and Information",NFQ Level 8,Galway-Mayo IT,10
15935,2018,"Social Sciences, Journalism and Information",NFQ Level 8,"National University of Ireland, Galway",80
15937,2018,"Social Sciences, Journalism and Information",NFQ Level 8,University of Limerick,90
15940,2018,"Social Sciences, Journalism and Information",NFQ Level 8,Maynooth University,230
15947,2018,"Social Sciences, Journalism and Information",NFQ Level 8,Trinity College Dublin,310
15948,2018,"Social Sciences, Journalism and Information",NFQ Level 8,Technological University Dublin,70
15949,2018,"Social Sciences, Journalism and Information",NFQ Level 8,Waterford IT,20
15955,2018,"Social Sciences, Journalism and Information",NFQ Level 9,University College Cork,110
15958,2018,"Social Sciences, Journalism and Information",NFQ Level 9,Dublin City University,80
15960,2018,"Social Sciences, Journalism and Information",NFQ Level 9,"Dun Laoghaire Institute of Art, Design and Technology",10
15961,2018,"Social Sciences, Journalism and Information",NFQ Level 9,University College Dublin,250
15964,2018,"Social Sciences, Journalism and Information",NFQ Level 9,"National University of Ireland, Galway",110
15966,2018,"Social Sciences, Journalism and Information",NFQ Level 9,University of Limerick,110
15969,2018,"Social Sciences, Journalism and Information",NFQ Level 9,Maynooth University,20
15976,2018,"Social Sciences, Journalism and Information",NFQ Level 9,Trinity College Dublin,130
15977,2018,"Social Sciences, Journalism and Information",NFQ Level 9,Technological University Dublin,20
15990,2018,"Social Sciences, Journalism and Information",NFQ Level 10,University College Dublin,10
15993,2018,"Social Sciences, Journalism and Information",NFQ Level 10,"National University of Ireland, Galway",10
16005,2018,"Social Sciences, Journalism and Information",NFQ Level 10,Trinity College Dublin,20
16039,2018,"Business, Administration and Law",NFQ Level 6,Athlone IT,80
16044,2018,"Business, Administration and Law",NFQ Level 6,IT Carlow,20
16052,2018,"Business, Administration and Law",NFQ Level 6,Limerick IT,30
16054,2018,"Business, Administration and Law",NFQ Level 6,Letterkenny IT,10
16060,2018,"Business, Administration and Law",NFQ Level 6,IT Sligo,10
16064,2018,"Business, Administration and Law",NFQ Level 6,Technological University Dublin,210
16065,2018,"Business, Administration and Law",NFQ Level 6,Waterford IT,20
16068,2018,"Business, Administration and Law",NFQ Level 7,Athlone IT,80
16072,2018,"Business, Administration and Law",NFQ Level 7,Cork IT,180
16073,2018,"Business, Administration and Law",NFQ Level 7,IT Carlow,20
16075,2018,"Business, Administration and Law",NFQ Level 7,Dundalk IT,70
16076,2018,"Business, Administration and Law",NFQ Level 7,"Dun Laoghaire Institute of Art, Design and Technology",20
16079,2018,"Business, Administration and Law",NFQ Level 7,Galway-Mayo IT,80
16081,2018,"Business, Administration and Law",NFQ Level 7,Limerick IT,30
16083,2018,"Business, Administration and Law",NFQ Level 7,Letterkenny IT,40
16089,2018,"Business, Administration and Law",NFQ Level 7,IT Sligo,80
16091,2018,"Business, Administration and Law",NFQ Level 7,IT Tralee,20
16093,2018,"Business, Administration and Law",NFQ Level 7,Technological University Dublin,110
16094,2018,"Business, Administration and Law",NFQ Level 7,Waterford IT,40
16097,2018,"Business, Administration and Law",NFQ Level 8,Athlone IT,130
16100,2018,"Business, Administration and Law",NFQ Level 8,University College Cork,550
16101,2018,"Business, Administration and Law",NFQ Level 8,Cork IT,340
16102,2018,"Business, Administration and Law",NFQ Level 8,IT Carlow,130
16103,2018,"Business, Administration and Law",NFQ Level 8,Dublin City University,550
16104,2018,"Business, Administration and Law",NFQ Level 8,Dundalk IT,170
16105,2018,"Business, Administration and Law",NFQ Level 8,"Dun Laoghaire Institute of Art, Design and Technology",70
16106,2018,"Business, Administration and Law",NFQ Level 8,University College Dublin,700
16108,2018,"Business, Administration and Law",NFQ Level 8,Galway-Mayo IT,140
16109,2018,"Business, Administration and Law",NFQ Level 8,"National University of Ireland, Galway",590
16110,2018,"Business, Administration and Law",NFQ Level 8,Limerick IT,120
16111,2018,"Business, Administration and Law",NFQ Level 8,University of Limerick,450
16112,2018,"Business, Administration and Law",NFQ Level 8,Letterkenny IT,50
16114,2018,"Business, Administration and Law",NFQ Level 8,Maynooth University,410
16118,2018,"Business, Administration and Law",NFQ Level 8,IT Sligo,80
16120,2018,"Business, Administration and Law",NFQ Level 8,IT Tralee,10
16121,2018,"Business, Administration and Law",NFQ Level 8,Trinity College Dublin,250
16122,2018,"Business, Administration and Law",NFQ Level 8,Technological University Dublin,840
16123,2018,"Business, Administration and Law",NFQ Level 8,Waterford IT,230
16126,2018,"Business, Administration and Law",NFQ Level 9,Athlone IT,20
16129,2018,"Business, Administration and Law",NFQ Level 9,University College Cork,250
16130,2018,"Business, Administration and Law",NFQ Level 9,Cork IT,60
16131,2018,"Business, Administration and Law",NFQ Level 9,IT Carlow,20
16132,2018,"Business, Administration and Law",NFQ Level 9,Dublin City University,180
16134,2018,"Business, Administration and Law",NFQ Level 9,"Dun Laoghaire Institute of Art, Design and Technology",10
16135,2018,"Business, Administration and Law",NFQ Level 9,University College Dublin,830
16137,2018,"Business, Administration and Law",NFQ Level 9,Galway-Mayo IT,10
16138,2018,"Business, Administration and Law",NFQ Level 9,"National University of Ireland, Galway",310
16139,2018,"Business, Administration and Law",NFQ Level 9,Limerick IT,10
16140,2018,"Business, Administration and Law",NFQ Level 9,University of Limerick,200
16141,2018,"Business, Administration and Law",NFQ Level 9,Letterkenny IT,20
16143,2018,"Business, Administration and Law",NFQ Level 9,Maynooth University,100
16150,2018,"Business, Administration and Law",NFQ Level 9,Trinity College Dublin,490
16151,2018,"Business, Administration and Law",NFQ Level 9,Technological University Dublin,280
16152,2018,"Business, Administration and Law",NFQ Level 9,Waterford IT,40
16218,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 6,IT Carlow,10
16234,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 6,IT Sligo,10
16242,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Athlone IT,20
16246,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Cork IT,40
16247,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,IT Carlow,10
16249,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Dundalk IT,20
16253,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Galway-Mayo IT,30
16255,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Limerick IT,30
16257,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Letterkenny IT,20
16263,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,IT Sligo,20
16265,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,IT Tralee,10
16267,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Technological University Dublin,80
16268,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Waterford IT,30
16271,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Athlone IT,40
16274,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,University College Cork,500
16275,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Cork IT,100
16276,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,IT Carlow,30
16277,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Dublin City University,250
16278,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Dundalk IT,10
16280,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,University College Dublin,340
16282,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Galway-Mayo IT,110
16283,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,"National University of Ireland, Galway",430
16284,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Limerick IT,30
16285,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,University of Limerick,260
16286,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Letterkenny IT,10
16288,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Maynooth University,280
16292,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,IT Sligo,40
16294,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,IT Tralee,40
16295,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Trinity College Dublin,420
16296,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Technological University Dublin,210
16297,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Waterford IT,50
16303,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,University College Cork,100
16304,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,Cork IT,10
16305,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,IT Carlow,10
16306,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,Dublin City University,10
16307,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,Dundalk IT,10
16309,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,University College Dublin,230
16311,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,Galway-Mayo IT,10
16312,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,"National University of Ireland, Galway",120
16314,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,University of Limerick,20
16317,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,Maynooth University,60
16321,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,IT Sligo,10
16324,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,Trinity College Dublin,50
16325,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,Technological University Dublin,10
16332,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,University College Cork,30
16335,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,Dublin City University,20
16338,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,University College Dublin,40
16341,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,"National University of Ireland, Galway",10
16343,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,University of Limerick,20
16346,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,Maynooth University,10
16353,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,Trinity College Dublin,60
16354,2018,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,Technological University Dublin,10
16392,2018,Information and Communication Technologies,NFQ Level 6,IT Carlow,10
16400,2018,Information and Communication Technologies,NFQ Level 6,Limerick IT,10
16412,2018,Information and Communication Technologies,NFQ Level 6,Technological University Dublin,10
16416,2018,Information and Communication Technologies,NFQ Level 7,Athlone IT,30
16420,2018,Information and Communication Technologies,NFQ Level 7,Cork IT,20
16421,2018,Information and Communication Technologies,NFQ Level 7,IT Carlow,20
16423,2018,Information and Communication Technologies,NFQ Level 7,Dundalk IT,30
16427,2018,Information and Communication Technologies,NFQ Level 7,Galway-Mayo IT,40
16429,2018,Information and Communication Technologies,NFQ Level 7,Limerick IT,10
16431,2018,Information and Communication Technologies,NFQ Level 7,Letterkenny IT,30
16433,2018,Information and Communication Technologies,NFQ Level 7,Maynooth University,10
16437,2018,Information and Communication Technologies,NFQ Level 7,IT Sligo,40
16439,2018,Information and Communication Technologies,NFQ Level 7,IT Tralee,20
16441,2018,Information and Communication Technologies,NFQ Level 7,Technological University Dublin,30
16442,2018,Information and Communication Technologies,NFQ Level 7,Waterford IT,30
16445,2018,Information and Communication Technologies,NFQ Level 8,Athlone IT,60
16448,2018,Information and Communication Technologies,NFQ Level 8,University College Cork,190
16449,2018,Information and Communication Technologies,NFQ Level 8,Cork IT,50
16450,2018,Information and Communication Technologies,NFQ Level 8,IT Carlow,30
16451,2018,Information and Communication Technologies,NFQ Level 8,Dublin City University,140
16452,2018,Information and Communication Technologies,NFQ Level 8,Dundalk IT,50
16453,2018,Information and Communication Technologies,NFQ Level 8,"Dun Laoghaire Institute of Art, Design and Technology",20
16454,2018,Information and Communication Technologies,NFQ Level 8,University College Dublin,110
16456,2018,Information and Communication Technologies,NFQ Level 8,Galway-Mayo IT,50
16457,2018,Information and Communication Technologies,NFQ Level 8,"National University of Ireland, Galway",70
16458,2018,Information and Communication Technologies,NFQ Level 8,Limerick IT,60
16459,2018,Information and Communication Technologies,NFQ Level 8,University of Limerick,140
16460,2018,Information and Communication Technologies,NFQ Level 8,Letterkenny IT,30
16462,2018,Information and Communication Technologies,NFQ Level 8,Maynooth University,90
16466,2018,Information and Communication Technologies,NFQ Level 8,IT Sligo,20
16468,2018,Information and Communication Technologies,NFQ Level 8,IT Tralee,10
16469,2018,Information and Communication Technologies,NFQ Level 8,Trinity College Dublin,80
16470,2018,Information and Communication Technologies,NFQ Level 8,Technological University Dublin,190
16471,2018,Information and Communication Technologies,NFQ Level 8,Waterford IT,20
16473,2018,Information and Communication Technologies,NFQ Level 9,National College of Art and Design,10
16474,2018,Information and Communication Technologies,NFQ Level 9,Athlone IT,30
16477,2018,Information and Communication Technologies,NFQ Level 9,University College Cork,120
16478,2018,Information and Communication Technologies,NFQ Level 9,Cork IT,10
16479,2018,Information and Communication Technologies,NFQ Level 9,IT Carlow,10
16480,2018,Information and Communication Technologies,NFQ Level 9,Dublin City University,60
16483,2018,Information and Communication Technologies,NFQ Level 9,University College Dublin,120
16486,2018,Information and Communication Technologies,NFQ Level 9,"National University of Ireland, Galway",40
16488,2018,Information and Communication Technologies,NFQ Level 9,University of Limerick,50
16489,2018,Information and Communication Technologies,NFQ Level 9,Letterkenny IT,10
16491,2018,Information and Communication Technologies,NFQ Level 9,Maynooth University,20
16498,2018,Information and Communication Technologies,NFQ Level 9,Trinity College Dublin,80
16499,2018,Information and Communication Technologies,NFQ Level 9,Technological University Dublin,30
16500,2018,Information and Communication Technologies,NFQ Level 9,Waterford IT,10
16561,2018,"Engineering, Manufacturing and Construction",NFQ Level 6,Athlone IT,10
16574,2018,"Engineering, Manufacturing and Construction",NFQ Level 6,Limerick IT,40
16582,2018,"Engineering, Manufacturing and Construction",NFQ Level 6,IT Sligo,10
16586,2018,"Engineering, Manufacturing and Construction",NFQ Level 6,Technological University Dublin,20
16587,2018,"Engineering, Manufacturing and Construction",NFQ Level 6,Waterford IT,10
16590,2018,"Engineering, Manufacturing and Construction",NFQ Level 7,Athlone IT,20
16594,2018,"Engineering, Manufacturing and Construction",NFQ Level 7,Cork IT,80
16595,2018,"Engineering, Manufacturing and Construction",NFQ Level 7,IT Carlow,40
16597,2018,"Engineering, Manufacturing and Construction",NFQ Level 7,Dundalk IT,40
16601,2018,"Engineering, Manufacturing and Construction",NFQ Level 7,Galway-Mayo IT,60
16603,2018,"Engineering, Manufacturing and Construction",NFQ Level 7,Limerick IT,60
16605,2018,"Engineering, Manufacturing and Construction",NFQ Level 7,Letterkenny IT,30
16611,2018,"Engineering, Manufacturing and Construction",NFQ Level 7,IT Sligo,50
16613,2018,"Engineering, Manufacturing and Construction",NFQ Level 7,IT Tralee,20
16615,2018,"Engineering, Manufacturing and Construction",NFQ Level 7,Technological University Dublin,240
16616,2018,"Engineering, Manufacturing and Construction",NFQ Level 7,Waterford IT,10
16619,2018,"Engineering, Manufacturing and Construction",NFQ Level 8,Athlone IT,30
16620,2018,"Engineering, Manufacturing and Construction",NFQ Level 8,St Angela's College of Home Economics,10
16622,2018,"Engineering, Manufacturing and Construction",NFQ Level 8,University College Cork,130
16623,2018,"Engineering, Manufacturing and Construction",NFQ Level 8,Cork IT,140
16624,2018,"Engineering, Manufacturing and Construction",NFQ Level 8,IT Carlow,50
16625,2018,"Engineering, Manufacturing and Construction",NFQ Level 8,Dublin City University,100
16626,2018,"Engineering, Manufacturing and Construction",NFQ Level 8,Dundalk IT,50
16628,2018,"Engineering, Manufacturing and Construction",NFQ Level 8,University College Dublin,300
16630,2018,"Engineering, Manufacturing and Construction",NFQ Level 8,Galway-Mayo IT,130
16631,2018,"Engineering, Manufacturing and Construction",NFQ Level 8,"National University of Ireland, Galway",210
16632,2018,"Engineering, Manufacturing and Construction",NFQ Level 8,Limerick IT,60
16633,2018,"Engineering, Manufacturing and Construction",NFQ Level 8,University of Limerick,280
16634,2018,"Engineering, Manufacturing and Construction",NFQ Level 8,Letterkenny IT,40
16636,2018,"Engineering, Manufacturing and Construction",NFQ Level 8,Maynooth University,60
16640,2018,"Engineering, Manufacturing and Construction",NFQ Level 8,IT Sligo,40
16643,2018,"Engineering, Manufacturing and Construction",NFQ Level 8,Trinity College Dublin,300
16644,2018,"Engineering, Manufacturing and Construction",NFQ Level 8,Technological University Dublin,430
16645,2018,"Engineering, Manufacturing and Construction",NFQ Level 8,Waterford IT,50
16651,2018,"Engineering, Manufacturing and Construction",NFQ Level 9,University College Cork,70
16652,2018,"Engineering, Manufacturing and Construction",NFQ Level 9,Cork IT,20
16654,2018,"Engineering, Manufacturing and Construction",NFQ Level 9,Dublin City University,10
16655,2018,"Engineering, Manufacturing and Construction",NFQ Level 9,Dundalk IT,10
16657,2018,"Engineering, Manufacturing and Construction",NFQ Level 9,University College Dublin,350
16660,2018,"Engineering, Manufacturing and Construction",NFQ Level 9,"National University of Ireland, Galway",90
16661,2018,"Engineering, Manufacturing and Construction",NFQ Level 9,Limerick IT,10
16662,2018,"Engineering, Manufacturing and Construction",NFQ Level 9,University of Limerick,60
16665,2018,"Engineering, Manufacturing and Construction",NFQ Level 9,Maynooth University,10
16672,2018,"Engineering, Manufacturing and Construction",NFQ Level 9,Trinity College Dublin,30
16673,2018,"Engineering, Manufacturing and Construction",NFQ Level 9,Technological University Dublin,40
16674,2018,"Engineering, Manufacturing and Construction",NFQ Level 9,Waterford IT,10
16680,2018,"Engineering, Manufacturing and Construction",NFQ Level 10,University College Cork,10
16683,2018,"Engineering, Manufacturing and Construction",NFQ Level 10,Dublin City University,10
16686,2018,"Engineering, Manufacturing and Construction",NFQ Level 10,University College Dublin,10
16689,2018,"Engineering, Manufacturing and Construction",NFQ Level 10,"National University of Ireland, Galway",10
16691,2018,"Engineering, Manufacturing and Construction",NFQ Level 10,University of Limerick,10
16701,2018,"Engineering, Manufacturing and Construction",NFQ Level 10,Trinity College Dublin,10
16742,2018,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 6,Dundalk IT,10
16764,2018,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 7,Athlone IT,20
16768,2018,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 7,Cork IT,50
16771,2018,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 7,Dundalk IT,30
16775,2018,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 7,Galway-Mayo IT,50
16779,2018,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 7,Letterkenny IT,50
16787,2018,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 7,IT Tralee,20
16790,2018,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 7,Waterford IT,60
16797,2018,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 8,Cork IT,30
16800,2018,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 8,Dundalk IT,20
16802,2018,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 8,University College Dublin,320
16804,2018,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 8,Galway-Mayo IT,20
16808,2018,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 8,Letterkenny IT,10
16816,2018,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 8,IT Tralee,10
16819,2018,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 8,Waterford IT,90
16831,2018,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 9,University College Dublin,50
16860,2018,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 10,University College Dublin,20
16909,2018,Health and Welfare,NFQ Level 6,Athlone IT,20
16914,2018,Health and Welfare,NFQ Level 6,IT Carlow,20
